Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards
INVISIBLE HAND ENTERPRISES LLC,964091362,WESTMINSTER,CO,80234,ADAMS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$418,356"
THOREAU COMMUNITY CENTER,967563441,THOREAU,NM,873230401,MCKINLEY,United States of America,Community Action Organization,"Other (Towns, Villages, American Indian Tribes)","$1,097,402"
"TRANSDERM, INC",557564775,SANTA CRUZ,CA,950605790,SANTA CRUZ,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Public Non-Government Organizations,"$399,093"
"ST LUKE'S MCCALL, LTD",968896808,BOISE,ID,837126241,VALLEY,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$748,735"
OREGON HEALTH AUTHORITY DIRECTORS,878144021,SALEM,OR,97301,MARION,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$3,809,855"
OREGON HEALTH AUTHORITY DIRECTORS,964093350,SALEM,OR,97301,MARION,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$286,619,977"
VIADERM LLC,078309332,ANN ARBOR,MI,48103,WASHTENAW,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$415,969"
VULINTUS LLC,963247833,SACHSE,TX,75048,DALLAS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,242,556"
MARROWSOURCE THERAPEUTICS INTERNATIONAL LLC,965424372,NEW YORK,NY,10023,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$184,040"
"ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE, INC., THE",078472188,DOTHAN,AL,36303,HOUSTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$277,277"
PACT COALITION FOR SAFE AND DRUG-FREE COMMUNITIES ,965834604,LAS VEGAS,NV,891028359,CLARK,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$375,000"
IHE USA,965008530,CHICAGO,IL,606035616,COOK,United States of America,Other Health Organization,Non-Profit Public Non-Government Organizations,"$1,000,000"
EMPOWER 225,965983401,BATON ROUGE,LA,708096121,EAST BATON ROUGE,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$4,236,721"
ADENOPAINT LLC,014629027,ATLANTA,GA,303424159,FULTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,251,098"
SIGMOVIR BIOSYSTEMS INC,965180610,ROCKVILLE,MD,20850,MONTGOMERY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$4,344,899"
SOMALI BANTU ASSOCIATION OF AMERICA,029560228,SAN DIEGO,CA,921052123,SAN DIEGO,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$597,258"
GILES FREE CLINIC,965025112,PEARISBURG,VA,241341901,GILES,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$600,000"
Bhutanese Community of New Hampshire,078399556,MANCHESTER,NH,03101,HILLSBOROUGH,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$1,045,262"
LITTLE BITTY CITY THERAPEUTIC SERVICES LLC,079141488,HOT SPRINGS,AR,719136560,GARLAND,United States of America,Other Social Services Organization,Private Profit ( Small Business ) Organizations,"$7,066,808"
INNOVATIVE DESIGN LABS INC,964564731,MINNEAPOLIS,MN,55413,HENNEPIN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$15,567,983"
"Invictus Medical, Inc.",078816763,San Antonio,TX,782321938,BEXAR,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$221,613"
SHERIFF`S COMMUNITY IMPACT PROGRAM,003842558,SACRAMENTO,CA,958257222,SACRAMENTO,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$625,000"
"Respira Therapeutics, Inc.",965566792,San Mateo,CA,94402,SAN MATEO,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$224,939"
LINDA & CAMERON INC,052009629,SOLON,OH,44139,CUYAHOGA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$149,450"
"Aviara Pharmaceuticals, Inc.",965002301,Houston,TX,770078371,HARRIS,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$296,724"
"CHAUTAUQUA CENTER, THE",964292572,JAMESTOWN,NY,147016969,CHAUTAUQUA,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$20,792,549"
The Bhutanese Nepali Community of Columbus,079422975,GAHANNA,OH,43230,FRANKLIN,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$671,445"
Neighborhood Health Center,064195665,BEAVERTON,OR,970052383,WASHINGTON,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$1,297,271"
Neighborhood Health Center,964795244,BEAVERTON,OR,970052383,WASHINGTON,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$13,436,403"
SOTERIX MEDICAL INC,965459519,NEW YORK,NY,10031,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,036,732"
North Carolina Health Information Exchange,966116126,CHAPEL HILL,NC,27516,ORANGE,United States of America,Welfare Department,State Government,$0
"ASCENDANT DIAGNOSTICS, LLC",964855733,SPRINGDALE,AR,72764,WASHINGTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$175,731"
"MIRIMUS, INC.",963317479,COLD SPRING HARBOR,NY,117242209,SUFFOLK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,663,057"
"MINERAL REGIONAL HEALTH CENTER, INC",964938554,SUPERIOR,MT,59872,MINERAL,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$26,183"
IL STATE JUDICIAL COURT dba Circuit Court Cook County,781718218,CHICAGO,IL,606021470,COOK,United States of America,Other Special Interest Organization,County Government,"$4,348,898"
Voices of Recovery San Mateo County,968023379,BELMONT,CA,940024017,SAN MATEO,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$674,682"
CAHABA MEDICAL CARE FOUNDATION,965203628,CENTREVILLE,AL,350422935,BIBB,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$42,143,960"
"PENNYROYAL HEALTHCARE SERVICES, INC",965392843,HOPKINSVILLE,KY,422404971,CHRISTIAN,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$11,581,318"
INSCOPIX INC,965300580,PALO ALTO,CA,94306,SANTA CLARA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$5,114,994"
"Strateos Sub, Inc.",968428446,SAN FRANCISCO,CA,94110,SAN FRANCISCO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$240,750"
"Bethel's Global Reach, Inc.",078496504,Houston,TX,770355385,HARRIS,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$250,000"
ON TARGET LABORATORIES LLC,968729181,WEST LAFAYETTE,IN,47906,TIPPECANOE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,017,653"
"People w/ Ideas of Love, Liberty, Acceptance and Resp",054974201,LAREDO,TX,78040,WEBB,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$2,175,000"
AKROTOME IMAGING INC,965388361,CLEVELAND,OH,44106,CUYAHOGA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,951,221"
"COMMUNITY HEALTH CENTER OF NORTHEAST OKLAHOMA, INC",965255107,JAY,OK,743460603,DELAWARE,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$8,631,394"
"Isabella Citizens for Health, Inc",965432953,MOUNT PLEASANT,MI,488581651,ISABELLA,United States of America,Community Action Organization,Non-Profit Private Non-Government Organizations,"$6,715,250"
LIFESPLICE PHARMA,965376994,KENNETT SQUARE,PA,19348,CHESTER,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,978,127"
WICKED DEVICE LLC,054245236,ITHACA,NY,148501294,TOMPKINS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,697,944"
INTAN TECHNOLOGIES LLC,051996021,LOS ANGELES,CA,90045,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$833,455"
REDBUD LABS INC,965191476,CHAPEL HILL,NC,27599,ORANGE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$7,884,057"
PAPIVAX LLC,967536249,SEVERNA PARK,MD,21146,ANNE ARUNDEL,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$294,673"
COVENANT THERAPEUTICS LLC,965175958,CHARLOTTESVILLE,VA,22903,**CHARLOTTESVILLE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$447,945"
"WestCare Tennessee, Inc.",965437200,HARRIMAN,TN,377482406,ROANE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$2,873,364"
"POLYMER EXPLORATION GROUP, LLC",965375053,MIDLOTHIAN,VA,231122023,CHESTERFIELD,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$234,068"
Focused Outreach Richmond,968170741,RICHMOND,VA,232244172,**RICHMOND,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$1,206,236"
"OLATHE COMMUNITY CLINIC, INC",965352516,OLATHE,CO,814250529,MONTROSE,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$11,309,620"
ACXEND CORPORATION,831278770,CHARLESTON,SC,29403,CHARLESTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,$0
SYNTHOMICS INC,966215571,MOSS BEACH,CA,94038,SAN MATEO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$348,950"
EARLY LEARNING NEIGHBORHOOD COLLABORATIVE,041847204,GRAND RAPIDS,MI,495062556,KENT,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$8,036,379"
"COMMONWEALTH INFORMATICS, INC.",965525558,WALTHAM,MA,024533524,MIDDLESEX,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$330,834"
RASOPATHIES NETWORK USA,026167293,ALTADENA,CA,910013953,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$90,000"
CLEAR GUIDE MEDICAL LLC,965399905,BALTIMORE,MD,21210,**BALTIMORE CITY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$461,041"
PDX PHARMACEUTICALS LLC,025852616,LAKE OSWEGO,OR,97035,CLACKAMAS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,543,912"
INFERLINK CORPORATION,053003017,EL SEGUNDO,CA,902452901,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$150,000"
Berks Community Health Center,965408078,READING,PA,196102522,BERKS,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$18,359,964"
Burmese Community Center for Education Inc,064844193,INDIANAPOLIS,IN,46240,MARION,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$284,000"
MOSQUITOMATE INC,780816091,LEXINGTON,KY,40503,FAYETTE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,955,648"
CAMRAS VISION INC,965430908,DURHAM,NC,27705,DURHAM,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,221,038"
"NANOPHARM, LLC",020057359,LAWRENCE,KS,660471620,DOUGLAS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$298,065"
OPENCELL TECHNOLOGIES INC,824736610,ATLANTA,GA,30332,FULTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$966,075"
PENNSYLVANIA DRUG DISCOVERY INSTITUTE,965465151,DOYLESTOWN,PA,18902,BUCKS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$19,775"
VALITOR INC,965203222,MORAGA,CA,94556,CONTRA COSTA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,956,478"
TYMORA ANALYTICAL OPERATIONS LLC,965433258,WEST LAFAYETTE,IN,47906,TIPPECANOE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,187,834"
MAX BIOPHARMA INC,965562858,LOS ANGELES,CA,90049,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$4,071,631"
AFFINITY THERAPEUTICS LLC,965464006,CLEVELAND,OH,44106,CUYAHOGA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$401,753"
